1,1.119000
2,0.052000
3,0.037000
4,0.038000
5,0.047000
6,0.037000
7,0.032000
8,0.048000
9,0.040000
10,0.031000
11,0.033000
12,0.019000
13,0.031000
14,0.098000
15,0.123000
16,0.139000
17,0.097000
18,0.023000
19,0.022000
20,0.013000
21,0.085000
22,0.009000
1,1.109000
2,0.040000
3,0.054000
4,0.032000
5,0.048000
6,0.027000
7,0.016000
8,0.045000
9,0.025000
10,0.030000
11,0.046000
12,0.172000
13,0.087000
14,0.109000
15,0.029000
16,0.132000
17,0.019000
18,0.002000
19,0.003000
20,0.002000
1,1.043000
2,0.037000
3,0.032000
4,0.045000
5,0.045000
6,0.029000
7,0.024000
8,0.039000
9,0.025000
10,0.088000
11,0.047000
12,0.105000
13,0.016000
14,0.098000
15,0.031000
16,0.102000
17,0.009000
18,0.078000
19,0.021000
20,0.018000
21,0.021000
22,0.012000
23,0.019000
24,0.014000
25,0.018000
26,0.020000
27,0.016000
28,0.441000
29,0.014000
30,0.008000
31,0.017000
1,1.743000
2,0.043000
3,0.049000
4,0.048000
5,0.053000
6,0.043000
7,0.036000
8,0.031000
9,0.029000
10,0.048000
11,0.027000
12,0.018000
13,0.027000
14,0.043000
15,0.052000
16,0.040000
17,0.031000
18,0.041000
19,0.028000
20,0.026000
21,0.036000
22,0.040000
23,0.033000
24,0.038000
25,0.015000
26,0.118000
27,0.097000
28,0.022000
29,0.043000
30,0.026000
31,0.031000
32,0.039000
33,0.036000
34,0.032000
35,0.045000
36,0.028000
37,0.016000
38,0.027000
39,0.024000
40,0.091000
41,0.016000
42,0.008000
43,0.022000
44,0.026000
45,0.009000
46,0.022000
47,0.025000
48,0.013000
49,0.023000
50,0.021000
51,0.020000
52,0.020000
53,0.020000
54,0.021000
55,0.081000
56,0.027000
57,0.020000
58,0.018000
59,0.007000
60,0.007000
61,0.018000
62,0.018000
63,0.009000
64,0.018000
65,0.028000
66,0.018000
67,0.017000
68,0.018000
69,0.015000
70,0.016000
71,0.017000
72,0.019000
73,0.016000
74,0.016000
75,0.008000
76,0.017000
77,0.014000
78,0.018000
79,0.017000
80,0.023000
81,0.019000
82,0.019000
83,0.009000
84,0.003000
85,0.006000
86,0.083000
87,0.015000
88,0.006000
89,0.012000
90,0.081000
91,0.008000
92,0.009000
93,0.010000
94,0.008000
95,0.008000
96,0.015000
97,0.003000
98,0.003000
99,0.012000
